1 59.5006
2 40.8326
4 16.6056
8 7.81398
10 6.62418
12 6.44665
14 5.44413
16 4.32231
18 4.10552
20 3.64033
22 3.73527
24 3.05931
26 3.03238
28 2.9108
32 2.87908 
